group_name,group_value,total_folders,healthy_folders,warning_folders,stale_folders,broken_folders,missing_file_folders,manual_folders,incomplete_folders,total_files,success_files,failed_files,success_rate_pct,checked_at
overall,all,19,14,2,1,0,0,2,0,2387,2374,5,99.5,2026-08-12T21:41:49.035510+08:00
